Tag	GO Term	GO Name	GO Category	Adj. P-value	P-value	Nr Test	Nr Reference	Not Annot Test	Not Annot Ref
UNDER	GO:0016197	endosomal transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010230	alternative respiration	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0080167	response to karrikin	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0036377	arbuscular mycorrhizal association	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006282	regulation of DNA repair	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1901135	carbohydrate derivative metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0030328	prenylcysteine catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0030327	prenylated protein catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009804	coumarin metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0033076	isoquinoline alkaloid metabolic process	BP_ARGOT	1	0.92	0	1	1	14
UNDER	GO:0170040	proteinogenic amino acid catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009063	amino acid catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006221	pyrimidine nucleotide biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0046704	CDP metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009194	pyrimidine ribonucleoside diphosphate biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0046048	UDP metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009260	ribonucleotide biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0070291	N-acylethanolamine metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0033511	luteolin biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0031669	cellular response to nutrient levels	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0098754	detoxification	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010992	ubiquitin recycling	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0046512	sphingosine biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0032468	Golgi calcium ion homeostasis	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0032472	Golgi calcium ion transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006896	Golgi to vacuole transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0000302	response to reactive oxygen species	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0080036	regulation of cytokinin-activated signaling pathway	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006527	L-arginine catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0008295	spermidine biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0042179	nicotine biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009808	lignin metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009051	pentose-phosphate shunt, oxidative branch	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010104	regulation of ethylene-activated signaling pathway	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006072	glycerol-3-phosphate metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0001516	prostaglandin biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0071108	protein K48-linked deubiquitination	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0001666	response to hypoxia	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006098	pentose-phosphate shunt	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009308	amine metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1904585	response to putrescine	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009415	response to water	BP_ARGOT	1	0.92	0	1	1	14
UNDER	GO:0045050	protein insertion into ER membrane by stop-transfer membrane-anchor sequence	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0033617	mitochondrial respiratory chain complex IV assembly	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0033539	fatty acid beta-oxidation using acyl-CoA dehydrogenase	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0007035	vacuolar acidification	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0007064	mitotic sister chromatid cohesion	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0051177	meiotic sister chromatid cohesion	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010016	shoot system morphogenesis	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0048830	adventitious root development	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1903034	regulation of response to wounding	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0060628	regulation of ER to Golgi vesicle-mediated transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0046373	L-arabinose metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006081	aldehyde metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0070407	oxidation-dependent protein catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0051131	chaperone-mediated protein complex assembly	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0007292	female gamete generation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010476	gibberellin mediated signaling pathway	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009785	blue light signaling pathway	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0019236	response to pheromone	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0032482	Rab protein signal transduction	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0048639	positive regulation of developmental growth	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009228	thiamine biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0072330	monocarboxylic acid biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0051851	host-mediated perturbation of symbiont process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006414	translational elongation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010845	positive regulation of reciprocal meiotic recombination	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0048236	plant-type sporogenesis	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0000461	endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009812	flavonoid metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0051016	barbed-end actin filament capping	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0035725	sodium ion transmembrane transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010582	floral meristem determinacy	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:2000032	regulation of secondary shoot formation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0019985	translesion synthesis	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0008643	carbohydrate transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0034486	vacuolar transmembrane transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0071457	cellular response to ozone	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0071484	cellular response to light intensity	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0071493	cellular response to UV-B	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0071329	cellular response to sucrose stimulus	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0035195	miRNA-mediated post-transcriptional gene silencing	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1902075	cellular response to salt	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0071229	cellular response to acid chemical	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0071214	cellular response to abiotic stimulus	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1901701	cellular response to oxygen-containing compound	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0034462	small-subunit processome assembly	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0000480	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0000472	endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006154	adenosine catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0046103	inosine biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:2000785	regulation of autophagosome assembly	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010032	meiotic chromosome condensation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0019740	nitrogen utilization	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006536	glutamate metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0043650	dicarboxylic acid biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0008652	amino acid biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009920	cell plate formation involved in plant-type cell wall biogenesis	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0046203	spermidine catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0048229	gametophyte development	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010380	regulation of chlorophyll biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0071267	L-methionine salvage	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006259	DNA metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0000349	generation of catalytic spliceosome for first transesterification step	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0043461	proton-transporting ATP synthase complex assembly	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0070207	protein homotrimerization	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010119	regulation of stomatal movement	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0005997	xylulose metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0090069	regulation of ribosome biogenesis	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009202	deoxyribonucleoside triphosphate biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006233	dTDP biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006227	dUDP biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006235	dTTP biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0042256	cytosolic ribosome assembly	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0032922	circadian regulation of gene expression	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0080142	regulation of salicylic acid biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0002221	pattern recognition receptor signaling pathway	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0043687	post-translational protein modification	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010906	regulation of glucose metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010510	regulation of pyruvate decarboxylation to acetyl-CoA	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0043086	negative regulation of catalytic activity	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:2001141	regulation of RNA biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0000495	box H/ACA sno(s)RNA 3'-end processing	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0031120	snRNA pseudouridine synthesis	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0031118	rRNA pseudouridine synthesis	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0000056	ribosomal small subunit export from nucleus	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0030242	autophagy of peroxisome	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010376	stomatal complex formation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1901333	positive regulation of lateral root development	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009554	megasporogenesis	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:2000037	regulation of stomatal complex patterning	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0050891	multicellular organismal-level water homeostasis	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009629	response to gravity	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0071806	protein transmembrane transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0070476	rRNA (guanine-N7)-methylation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0030488	tRNA methylation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0048658	anther wall tapetum development	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009073	aromatic amino acid family biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009423	chorismate biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006468	protein phosphorylation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0042276	error-prone translesion synthesis	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009411	response to UV	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010440	stomatal lineage progression	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0034067	protein localization to Golgi apparatus	BP_ARGOT	1	0.92	0	1	1	14
UNDER	GO:0007041	lysosomal transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006605	protein targeting	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1900426	positive regulation of defense response to bacterium	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0071219	cellular response to molecule of bacterial origin	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0031623	receptor internalization	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0050665	hydrogen peroxide biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0046718	symbiont entry into host cell	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0001193	maintenance of transcriptional fidelity during transcription elongation by RNA polymerase II	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006283	transcription-coupled nucleotide-excision repair	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0070417	cellular response to cold	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:2001006	regulation of cellulose biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0071668	plant-type cell wall assembly	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0061015	snRNA import into nucleus	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0050776	regulation of immune response	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0002239	response to oomycetes	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0039648	symbiont-mediated perturbation of host ubiquitin-like protein modification	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009404	toxin metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010226	response to lithium ion	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0015805	S-adenosyl-L-methionine transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0045901	positive regulation of translational elongation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0045905	positive regulation of translational termination	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006813	potassium ion transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009627	systemic acquired resistance	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0032324	molybdopterin cofactor biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0071479	cellular response to ionizing radiation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0097295	morphine biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0071985	multivesicular body sorting pathway	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006614	SRP-dependent cotranslational protein targeting to membrane	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0045900	negative regulation of translational elongation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006110	regulation of glycolytic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006303	double-strand break repair via nonhomologous end joining	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0034765	regulation of monoatomic ion transmembrane transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0032210	regulation of telomere maintenance via telomerase	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0070478	nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0015720	allantoin transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0015857	uracil transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1904082	pyrimidine nucleobase transmembrane transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010265	SCF complex assembly	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006572	L-tyrosine catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006559	L-phenylalanine catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0007142	male meiosis II	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009875	pollen-pistil interaction	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009609	response to symbiotic bacterium	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006020	inositol metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0046173	polyol biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0051782	negative regulation of cell division	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0048480	stigma development	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0048479	style development	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010928	regulation of auxin mediated signaling pathway	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009450	gamma-aminobutyric acid catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0030001	metal ion transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0046034	ATP metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0034314	Arp2/3 complex-mediated actin nucleation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0019321	pentose metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0080143	regulation of amino acid export	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0072599	establishment of protein localization to endoplasmic reticulum	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0090150	establishment of protein localization to membrane	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006386	termination of RNA polymerase III transcription	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0042796	snRNA transcription by RNA polymerase III	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006354	DNA-templated transcription elongation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010166	wax metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0043447	alkane biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0046184	aldehyde biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0019760	glucosinolate metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0034517	ribophagy	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0046417	chorismate metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1901747	prephenate(2-) biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0002831	regulation of response to biotic stimulus	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0032101	regulation of response to external stimulus	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0008356	asymmetric cell division	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0002237	response to molecule of bacterial origin	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0031537	regulation of anthocyanin metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010584	pollen exine formation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009628	response to abiotic stimulus	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0042335	cuticle development	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009718	anthocyanin-containing compound biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0071323	cellular response to chitin	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006369	termination of RNA polymerase II transcription	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006101	citrate metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0071588	hydrogen peroxide mediated signaling pathway	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1902000	homogentisate catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009645	response to low light intensity stimulus	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0031647	regulation of protein stability	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0045899	positive regulation of RNA polymerase II transcription preinitiation complex assembly	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1904278	positive regulation of wax biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0080040	positive regulation of cellular response to phosphate starvation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0032008	positive regulation of TOR signaling	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0043153	entrainment of circadian clock by photoperiod	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0019827	stem cell population maintenance	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1990748	cellular detoxification	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0080037	negative regulation of cytokinin-activated signaling pathway	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009247	glycolipid biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0019374	galactolipid metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0032204	regulation of telomere maintenance	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006388	tRNA splicing, via endonucleolytic cleavage and ligation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006617	SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1901698	response to nitrogen compound	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010182	sugar mediated signaling pathway	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0051246	regulation of protein metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0019344	L-cysteine biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1990559	mitochondrial coenzyme A transmembrane transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0071490	cellular response to far red light	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0071491	cellular response to red light	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010117	photoprotection	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0071486	cellular response to high light intensity	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0071492	cellular response to UV-A	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0071483	cellular response to blue light	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010253	UDP-rhamnose biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010257	NADH dehydrogenase complex assembly	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1901696	cannabinoid biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0015977	carbon fixation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0090567	reproductive shoot system development	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006075	(1->3)-beta-D-glucan biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0015854	guanine transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0015853	adenine transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0008216	spermidine metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0034247	snoRNA splicing	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0090547	response to low humidity	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:2000038	regulation of stomatal complex development	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0080162	endoplasmic reticulum to cytosol auxin transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0031047	regulatory ncRNA-mediated gene silencing	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0000395	mRNA 5'-splice site recognition	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0008033	tRNA processing	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0090379	secondary cell wall biogenesis involved in seed trichome differentiation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0046655	folic acid metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009396	folic acid-containing compound biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006222	UMP biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010138	pyrimidine ribonucleotide salvage	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009224	CMP biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:2000904	regulation of starch metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0050000	chromosome localization	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0045143	homologous chromosome segregation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0034203	glycolipid translocation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010387	COP9 signalosome assembly	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1905786	positive regulation of anaphase-promoting complex-dependent catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0034052	positive regulation of plant-type hypersensitive response	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1901988	negative regulation of cell cycle phase transition	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0042148	DNA strand invasion	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0002940	tRNA N2-guanine methylation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006384	transcription initiation at RNA polymerase III promoter	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0050684	regulation of mRNA processing	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0043484	regulation of RNA splicing	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0098586	cellular response to virus	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0051607	defense response to virus	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0097753	membrane bending	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0090391	granum assembly	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0036498	IRE1-mediated unfolded protein response	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0070059	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0032501	multicellular organismal process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0032447	protein urmylation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0034227	tRNA thio-modification	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0002098	tRNA wobble uridine modification	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009877	nodulation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009106	lipoate metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0044272	sulfur compound biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006376	mRNA splice site recognition	BP_ARGOT	1	1	0	0	1	14
